"","project","data_set","site","station","recording_date","recording_time","status","latitude","longitude","is_buffered_location","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","min4_voc","min4_start","min5_voc","min5_start","min6_voc","min6_start","min7_voc","min7_start","min8_voc","min8_start","min9_voc","min9_start","comment","species_comment"
"1739","Big Grids 2018","BG",15,74,"2018-05-29","5:02:00","Transcribed",55.368208,-111.136712,"f","MOWI"," ","Moderate wind","3m 1SPM",0,1,0,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","",NA,"Song","14.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1740","Big Grids 2018","BG",15,74,"2018-05-29","5:02:00","Transcribed",55.368208,-111.136712,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,1,0,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","Song",23.6,"Song","25.6","Song","24.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1741","Big Grids 2018","BG",15,74,"2018-06-03","4:57:00","Transcribed",55.368208,-111.136712,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","",NA,"Call","26.4","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1742","Big Grids 2018","BG",15,74,"2018-06-03","4:57:00","Transcribed",55.368208,-111.136712,"f","LCSP","Ammodramus leconteii","Le Conte's Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",12,"Song","11.3","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1743","Big Grids 2018","BG",15,74,"2018-06-03","4:57:00","Transcribed",55.368208,-111.136712,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Call",35,"Call","1.9","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1744","Big Grids 2018","BG",15,74,"2018-06-03","4:57:00","Transcribed",55.368208,-111.136712,"f","UNTH"," ","Unknown Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Jake Lewis","ONE","Unknown far","Song",25.2,"Song","7.8","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1745","Big Grids 2018","BG",15,74,"2018-06-03","4:57:00","Transcribed",55.368208,-111.136712,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Jake Lewis","ONE","Confident","Song",4.8,"Song","0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1746","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","COLO","Gavia immer","Common Loon","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Call","4.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1747","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","LCSP","Ammodramus leconteii","Le Conte's Sparrow","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",3.4,"Song","4.8","Song","15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1748","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","MONO"," ","Moderate continuous industrial noise","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",0.1,"Song","0.1","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1749","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Call","26.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1750","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","SWSP","Melospiza georgiana","Swamp Sparrow","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",5.4,"Song","6.2","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1751","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Song","16.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1752","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","UNKN"," ","Unknown","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","To Be Checked","",NA,"Call","39.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Peep"
"1753","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Call","8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","High"
"1754","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Call",5.5,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1755","Big Grids 2018","BG",15,74,"2018-06-06","4:54:00","Transcribed",55.368208,-111.136712,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,2,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",12.9,"Song","14.7","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Faint"
"1756","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","AMCR","Corvus brachyrhynchos","American Crow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Call",1.7,"Call","20.6","Call","4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1757","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","AMCR","Corvus brachyrhynchos","American Crow","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Moser-Purdy","ONE","Confident","Call",22.1,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1758","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",4.4,"","","Song","6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1759","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",0.2,"Song","0.1","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1760","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","COLO","Gavia immer","Common Loon","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Call","24.4","Call","51.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1761","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","CORA","Corvus corax","Common Raven","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Call",26.1,"Call","2.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1762","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",55.1,"Song","24.8","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1763","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","PAWA","Setophaga palmarum","Palm Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","To Be Checked","Song",56.4,"Song","6.1","Song","2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1764","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"Song","53.7","Song","37.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1765","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","RESQ","Tamiasciurus hudsonicus","Red Squirrel","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","",NA,"","","Call","26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1766","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",0.1,"Song","0.2","Song","10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1767","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Call",36.8,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Maybe a RWBL alarm call but could be something else too"
"1768","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Moser-Purdy","ONE","Confident","",NA,"Call","7.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Trill call"
"1769","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,0,"No audio quality issues","3","Christopher Moser-Purdy","ONE","Confident","",NA,"Call","25.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","High"
"1770","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","WISN","Gallinago delicata","Wilson's Snipe","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Non-vocal",3.6,"Non-vocal","5.3","Non-vocal","4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1771","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","WWCR","Loxia leucoptera","White-winged Crossbill","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","S-C",5.1,"S-C","3.5","S-C","9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1772","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Moser-Purdy","ONE","Confident","Song",0.3,"Song","8.2","Song","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1773","Big Grids 2018","BG",15,75,"2018-06-17","4:50:00","Transcribed",55.368228,-111.117779,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Moser-Purdy","ONE","Confident","Song",10,"Song","21.8","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1774","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",0,"Song","7.5","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1775","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","CANG","Branta canadensis","Canada Goose","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","TMTC","Confident","",NA,"Call","30.2","Call","11.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1776","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","CCSP","Spizella pallida","Clay-colored Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",11.1,"Song","0","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1777","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",1.9,"Song","1.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1778","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",8.7,"","","Song","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1779","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Call",17.6,"","","Call","21.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1780","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","RESQ","Tamiasciurus hudsonicus","Red Squirrel","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Call",5.9,"Call","0","Call","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1781","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","SOSA","Tringa solitaria","Solitary Sandpiper","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","",NA,"","","Call","8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1782","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",10.4,"Song","1.2","Song","16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1783","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Unknown far","Song",12,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1784","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","WISN","Gallinago delicata","Wilson's Snipe","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Non-vocal",23.8,"Non-vocal","11.7","Non-vocal","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1785","Big Grids 2018","BG",15,75,"2018-06-18","4:50:00","Transcribed",55.368228,-111.117779,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",25.6,"Song","9.2","Song","14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1786","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","",NA,"","","Song","11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1787","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","CMWA","Setophaga tigrina","Cape May Warbler","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","",NA,"","","Song","44.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1788","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","COLO","Gavia immer","Common Loon","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","",NA,"Call","22","Call","30.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1789","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","Song",58.3,"Song","3.4","Song","4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1790","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","Song",1.7,"Song","1.9","Song","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1791","Big Grids 2018","BG",15,77,"2018-05-22","5:11:00","Transcribed",55.368237,-111.108313,"f","TRES","Tachycineta bicolor","Tree Swallow","3m 1SPM",0,0,0,0,"Left Side Extra Static","1","Connor Charchuk","ONE","Confident","Song",20.3,"","","Song","7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1792","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","GCKI","Regulus satrapa","Golden-crowned Kinglet","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","",NA,"Call","15.4","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1793","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","Call",7,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1794","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,1,"No audio quality issues","2","Scott Wilson","ONE","Confident","Song",56.9,"Song","1.3","Song","3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1795","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,0,0,1,"No audio quality issues","3","Scott Wilson","ONE","Confident","Song",52.6,"Song","4.1","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1796","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","LINO"," ","Light continuous industrial noise","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",0.1,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1797","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","LISP","Melospiza lincolnii","Lincoln's Sparrow","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",7.8,"Song","0","Song","7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1798","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",1.3,"Song","0.4","Song","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1799","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","WISN","Gallinago delicata","Wilson's Snipe","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","",NA,"","","Non-vocal","42.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1800","Big Grids 2018","BG",15,77,"2018-05-23","5:09:00","Transcribed",55.368237,-111.108313,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,1,"No audio quality issues","1","Scott Wilson","ONE","Confident","Song",24.2,"Song","26.8","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1801","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","CORA","Corvus corax","Common Raven","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Call",2,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1802","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","LITR"," ","Light traffic","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",14.2,"Song","0.2","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1803","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","MOWI"," ","Moderate wind","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",0,"Song","0.1","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1804","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","RCKI","Regulus calendula","Ruby-crowned Kinglet","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",0.3,"Song","2.2","Song","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1805","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Call",1.3,"Call","1.3","Call","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1806","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,2,0,0,"No audio quality issues","2","Nicole Boucher","ONE","Confident","Call",53.8,"Call","0.2","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1807","Big Grids 2018","BG",15,77,"2018-05-27","5:04:00","Transcribed",55.368237,-111.108313,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,2,0,0,"No audio quality issues","1","Nicole Boucher","ONE","Confident","Song",21.7,"Song","5.2","Song","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1808","Big Grids 2018","BG",15,77,"2018-06-06","4:54:00","Transcribed",55.368237,-111.108313,"f","LITR"," ","Light traffic","3m 1SPM",0,2,0,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","",NA,"Song","14.1","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1809","Big Grids 2018","BG",15,77,"2018-06-06","4:54:00","Transcribed",55.368237,-111.108313,"f","MOWI"," ","Moderate wind","3m 1SPM",0,2,0,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","Song",0,"Song","0.1","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1810","Big Grids 2018","BG",15,78,"2018-05-20","5:14:00","Transcribed",55.368254,-111.098846,"f","MONO"," ","Moderate continuous industrial noise","3m 1SPM",0,0,0,2,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Song",0,"Song","0","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","
"
"1811","Big Grids 2018","BG",15,78,"2018-05-20","5:14:00","Transcribed",55.368254,-111.098846,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,0,2,"No audio quality issues","1","Laurel McDonald","ONE","Confident","Song",7.4,"Song","0.8","Song","4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
